emp_no,first_name,last_name,gender,salary,to_date
461550,Kagan,Angot,F,47797,1995-07-02
461550,Kagan,Angot,F,47797,1986-11-10
461562,Shimshon,Ducloy,M,67196,1999-11-08
461670,Arun,Fujisaki,M,40000,1990-01-13
461763,Arunachalam,Marsiglia,M,54488,1985-08-20
461778,Chanjung,Vasanthakumar,F,73073,1999-06-14
461789,Kousuke,Gide,F,40000,2002-05-02
461688,Masami,Zwicker,M,40000,1988-04-20
461812,Kristine,Kaiser,M,76418,1987-10-27
461820,Lansing,Prenel,M,49366,1997-11-18
461693,Fusako,Cappello,F,52377,1995-08-07
461703,Toshimi,Raczkowsky,M,98673,1991-04-03
461749,Kwok,Kinley,F,48484,2000-03-13
461866,Zhiwei,Narahari,F,45030,1997-10-08
461877,Kousuke,Pepe,M,56919,1997-03-15
461882,Jamaludin,Schauser,M,63292,1999-07-26
461885,Sreenivas,Gluchowski,M,40000,2002-04-25
461886,Vojin,Bashian,M,70667,1992-05-02
461889,Godehard,Mandelberg,F,73964,1994-01-07
461898,Alassane,Narahari,M,40000,1989-12-18
461903,Hironoby,Puppe,M,40000,1999-11-02
461949,Duro,Laurillard,F,89159,1998-05-26
461958,Mohit,Slobodova,M,72109,1996-10-31
462144,Koldo,Nooteboom,M,40000,2000-11-05
462151,Akeel,Templeman,F,43373,1997-11-05
462193,Baocai,Facello,M,40000,1996-03-20
462206,Sumant,Antonakopoulos,M,40000,1991-03-05
462230,Torsten,Ballarin,F,40000,2000-04-08
462231,Anneke,Albarhamtoshy,F,85178,1998-01-21
462259,Tomoyuki,Huttel,F,45968,1998-10-08
461962,Shugo,Raoux,F,40000,1996-03-30
462006,Bedir,Gyimothy,M,63003,1990-06-05
462331,Sushant,Binkley,M,40000,1997-04-29
462368,Bodo,Tsukune,F,40000,2000-07-19
462371,Karlis,Schlegelmilch,M,40000,1994-07-09
462386,Parviz,Rullman,F,65659,1996-08-28
462390,Leah,Yavatkar,F,40000,1998-06-02
462403,Kensei,Segond,M,40000,1993-12-17
462409,Gou,Asser,F,40000,1994-12-20
462438,Lena,Luft,F,40000,1996-09-07
462006,Bedir,Gyimothy,M,63003,1989-03-15
462017,Cheong,Cronau,F,51885,1997-10-31
462470,Satyanarayana,Worfolk,F,50319,2002-04-11
462485,Yakichi,Reutenauer,F,80603,2000-11-23
462034,Geoffry,Lund,F,45207,1995-04-14
462073,Alassane,Plump,M,52949,1995-08-04
462109,Danil,Yeung,F,60727,1999-09-01
462530,Moto,Siepmann,F,52467,2002-01-11
462748,Duke,Rosar,F,79648,1993-11-11
462581,Anneke,Szmurlo,M,76642,2001-11-06
462659,Boguslaw,Erni,F,89446,2000-01-23
462749,Yunming,Ramsay,M,70899,2000-12-24
462763,Xiahua,Collette,M,40000,1998-12-18
462767,Uri,Ranai,M,58271,2000-07-04
462769,Tse,Coors,F,40000,1996-09-26
462783,Kazuhiko,Kalloufi,M,52855,1998-12-10
462866,Babette,Ritcey,M,40000,1988-01-15
462790,Fumiyo,Chandrasekhar,F,40000,1999-03-30
462814,Anneli,Linnainmaa,M,40000,2002-02-08
462892,Mohit,Clemencon,F,70221,1998-08-02
462911,Shay,Kusakabe,F,74067,1994-10-25
462829,Moss,Range,F,42444,2001-02-15
462925,Dharmaraja,Comyn,M,63463,2001-12-04
462932,Jaber,Loncour,M,76143,1995-02-07
462933,Randy,Hemaspaandra,M,55791,1991-11-03
463075,Eben,Kisuki,M,50071,1995-02-09
462957,Tesuro,Poehlman,F,40000,1994-06-26
462969,Chrisa,Schneeberger,F,68078,2001-11-14
462999,Venkatesan,Gonthier,F,40000,2001-05-17
463027,Peer,Pews,M,47371,1987-05-07
463029,Huiqun,Cmelik,M,44354,1986-10-22
463031,Uno,Hinsberger,F,40000,1986-10-10
463092,Arnould,Peres,F,72275,2001-11-15
463155,Aemilian,Sabnani,F,40000,1995-09-24
463240,Temple,Alpin,F,58736,1997-11-01
463451,Subhash,Kuhnemann,M,71922,1994-04-15
463295,Kersti,Caine,M,75952,1987-01-14
463310,Yoshimitsu,Melichar,M,44569,1995-01-25
463330,Minghong,Oxenboll,M,40000,2001-12-15
463351,Achilleas,Schaar,F,46932,1998-05-25
463357,Shaz,Zedlitz,F,88692,1994-06-12
463368,Kotesh,Irland,F,40000,1994-12-23
463401,Chrisa,Boyle,F,40000,1988-11-18
463506,Kazuhiko,Furudate,M,40000,1993-08-09
463608,Golgen,Vernadat,M,56896,1989-01-21
463615,Sariel,Quittner,M,40000,1986-08-11
463506,Kazuhiko,Furudate,M,40000,1988-11-05
463535,Arch,Uhrik,M,72047,1993-01-02
463630,Lokesh,Poujol,F,40000,2002-01-04
463634,Randi,Gihr,F,41913,2001-03-10
463549,Rutger,Ghazalie,M,40000,1999-10-17
463551,Luerbio,Ramaiah,M,40000,1986-12-03
463680,Giri,Papadias,F,72661,1997-07-10
463686,Uri,Wiegley,M,65837,1999-04-08
463796,Sariel,Heijenga,M,40000,1997-01-12
463701,Zvonko,Nourani,M,40000,1998-03-05
463806,Freyja,Borstler,M,51940,1999-12-06
463782,Teiji,Braccini,M,70598,2002-02-06
463850,Candida,Segond,M,40000,2001-05-08
463863,Panayotis,Bellmore,M,40000,2001-06-06
463910,Kristine,Aloia,F,73010,1990-04-17
463997,Boguslaw,Luft,F,40000,1995-01-31
464005,Gino,Merli,M,40095,1998-06-17
464006,Adly,Quittner,M,44660,1999-08-23
463935,Izaskun,Haldar,M,65203,1990-09-08
464033,Fan,Beilner,F,40000,1991-09-26
464039,Giap,Cooley,M,46374,1998-12-16
463935,Izaskun,Haldar,M,65203,1990-07-19
463945,Mads,Sifakis,M,67732,1989-03-07
464229,Shichao,Shanbhogue,M,64716,1992-03-12
464087,Shan,Madeira,M,40000,1997-05-22
464125,Volkmar,Schrooten,M,40000,1990-08-04
464128,Elvia,Halloran,M,62924,1993-12-06
464135,Chaitali,Braunmuhl,F,40000,1989-12-29
464141,Chuanti,Bhattacharjee,F,76732,1997-08-30
464144,Mostafa,Ashish,F,40000,1994-11-28
464147,Susanna,Broomell,F,43301,1993-02-15
464154,Lena,Baaz,M,40000,2000-08-17
464372,Masadi,Dalton,F,57125,1990-03-18
464387,Shim,Klassen,M,70309,1995-09-17
464427,Girolamo,Birjandi,M,59801,2000-03-31
464428,Evgueni,Hutton,M,40000,1998-12-10
464428,Evgueni,Hutton,M,40000,2000-10-11
464437,Steve,Kamble,F,40000,2002-06-18
464447,Youngkon,DuCasse,F,40000,1999-11-20
464470,Ottavia,Colorni,M,53637,2001-11-24
464477,Xinan,Yurek,F,40000,1994-08-05
464480,Gift,Picco,M,40000,1994-04-19
464483,Randi,Zeleznik,M,40000,1991-02-26
464517,Udaiprakash,Kuhnemann,F,40000,2000-09-29
464531,Xiong,Gurbaxani,M,53850,2002-06-14
464542,Masako,Holburn,M,40000,1997-08-14
464549,Make,Pelc,M,40896,1992-02-09
464229,Shichao,Shanbhogue,M,64716,1998-03-31
464590,Ranga,Swick,M,63085,1987-12-12
464258,Manu,Heijenga,F,50047,1996-02-03
464604,Tsutomu,Fiutem,M,51562,1990-06-12
464622,Minghong,Liesche,M,77162,2000-08-31
464295,Jackson,Hebden,M,40000,1994-03-13
464637,Giap,Verhoeff,F,50711,1998-04-09
464642,Harjit,Zirintsis,F,53155,1998-07-22
464681,Oldrich,Azulay,F,68613,1991-03-22
464300,Tonia,Gischer,M,40049,1996-03-31
464698,Serenella,Renear,M,60370,1998-07-28
464699,True,Barriga,M,41843,1994-01-04
464320,Erzsebet,Kambil,M,51230,2000-07-30
464708,Taizo,Bierman,M,78674,2000-01-08
464326,Yahiko,DuBourdieux,M,64531,1997-01-03
464913,Shaunak,McDermid,M,41994,1986-05-24
464723,Susanta,Dalton,M,42198,1997-07-20
464732,Tran,Mikschl,M,72239,1998-07-12
464933,Alair,Kriebel,M,40000,1987-10-17
464769,Alejandro,Hofstetter,M,40000,2000-09-02
464773,Yahiko,Leslie,F,77251,1997-06-18
464778,Shunichi,Assaf,M,64735,2002-04-20
464942,Shiv,Alpin,F,78438,2001-10-13
464995,Muneo,Biros,M,57191,1991-10-14
464838,Sahrah,Haraldson,M,63675,1998-12-15
464857,Limsoon,Magliocco,F,53940,2001-09-17
464866,Sreekrishna,Rikino,F,63786,1999-04-13
464866,Sreekrishna,Rikino,F,63786,1999-05-25
465053,Adam,Navazio,M,47193,2001-06-26
465072,Masasuke,Zambonelli,F,61139,1994-08-08
465103,Falguni,Heuser,M,40000,1997-10-25
465103,Falguni,Heuser,M,40000,2000-01-17
465104,Chrisa,Dolinsky,M,54407,1998-06-30
465106,Tzvetan,Kavvadias,M,40000,2001-06-20
465322,Hitofumi,Maccarone,M,63722,1993-01-04
465175,Phuoc,Heinisuo,F,40386,1994-01-31
465328,Xianlong,Cesareni,F,51100,1994-06-16
465228,Rosalie,Iwayama,F,69101,2000-02-16
465398,Shigenori,Ventosa,M,40000,1998-12-02
465238,Gian,Selvestrel,M,50114,1992-10-21
465238,Gian,Selvestrel,M,50114,1995-04-10
465245,Giap,Roccetti,M,52611,1994-12-18
465403,Arunas,Spelt,F,73319,1996-01-13
465406,Basim,Schade,F,40000,1997-10-26
465425,Weicheng,Pena,M,70040,2001-06-18
465460,Shawna,Meszaros,M,78510,1995-09-10
465430,Valery,Zyda,F,41551,1999-11-22
465446,Jaihie,Soicher,F,59393,2002-05-15
465658,Phule,Zlotek,F,62451,1989-03-03
465539,Xiaoqiang,Ferretti,F,40000,1998-04-13
465663,Anoosh,Llado,F,66840,1996-09-21
465681,Stevo,Peral,M,74251,1988-10-11
465621,Masadi,Morrin,M,40000,2000-07-03
465702,Kayoko,Plump,F,67004,1990-05-08
465635,Tetsurou,Spinelli,F,57568,1996-06-17
465740,Mohammed,Jahnichen,M,74261,1989-03-20
466008,Luigi,Jonsson,M,40000,1997-01-03
465824,Suzette,Dratva,F,51632,1990-11-18
465844,Hugh,Steenbeek,M,40000,1990-11-15
465906,Moti,Parveen,M,43464,2001-04-07
465920,Toshimo,Goldhammer,F,40000,1998-10-05
466012,Dinkar,Magliocco,M,40000,2001-03-02
466063,Heon,Wendorf,M,50990,1993-08-13
465977,Kiyotoshi,Suermann,M,64136,1994-02-13
466075,Arie,Kamble,F,75505,1998-01-11
466106,Ranga,Cronau,M,52191,1994-10-22
466111,Bikash,Rosti,M,44162,1996-01-14
466134,Mansur,Kamble,M,42182,1991-04-24
466186,Alenka,Redmiles,M,42496,1988-04-27
466207,Feixiong,Wursthorn,M,40000,1994-04-30
466216,Marjo,Ellozy,M,41756,1999-12-08
466227,Palash,Manderick,M,60463,2001-12-12
466247,Zongyan,Furedi,F,54865,1992-12-16
466298,Kamran,Collette,F,47772,2001-12-22
466342,Leandro,Wissmann,M,40000,1991-03-16
466343,Mahmut,Alvarado,M,52732,1997-08-01
466416,Weiyi,Pargaonkar,M,55466,1999-11-28
466433,Saeko,Denna,M,81254,2000-06-25
466578,Kazuhisa,Falck,F,40000,1997-01-20
466439,Sachem,Linnainmaa,F,74932,1994-11-19
466527,Shawna,Eterovic,M,80243,1998-05-21
466606,Arra,Buescher,M,45352,1988-11-14
466618,Pascal,Kavanagh,M,89110,1992-07-23
466618,Pascal,Kavanagh,M,89110,1993-09-09
466622,Oldrich,Kalafatis,M,51211,1991-11-15
466630,Deborah,Dalphin,M,46003,1993-09-12
466652,Gal,Delgrossi,M,63027,2000-06-30
466661,Karsten,Stasinski,F,54227,1999-02-19
466666,Visit,Gente,F,55097,2000-04-07
466537,Gro,Zambonelli,M,50784,1988-11-24
466537,Gro,Zambonelli,M,50784,1989-06-28
466556,Xinglin,Karnin,M,40000,1998-10-15
466742,Shridhar,Dalton,F,66488,1992-07-28
466935,Ymte,Kaiserswerth,M,40000,1998-12-27
466754,Jaewoo,Highland,F,40000,1990-12-03
466755,Zhongwei,Gill,M,76502,2001-07-30
466935,Ymte,Kaiserswerth,M,40000,1999-05-25
466942,Eran,Schreiter,M,54261,1992-07-27
466986,Kamakshi,Peng,M,43698,1990-09-16
467001,Kousuke,Samarati,F,104538,1990-08-31
467017,Kolar,Gente,F,40000,2001-06-27
466849,Laurentiu,Ranai,M,45771,1993-04-20
466851,Owen,Leijenhorst,M,57142,1997-06-28
466863,Evgueni,Marshall,F,40000,1995-02-12
466863,Evgueni,Marshall,F,40000,1998-02-24
467027,Stevo,Gewali,M,79014,1997-07-27
466875,Kensyu,Ramalingam,M,43916,2001-09-08
466883,Sachio,Denny,M,40000,2002-02-09
467036,Urs,Antonisse,F,61900,1998-05-07
467087,Chaosheng,Anido,M,51404,2000-04-28
466914,Mingdong,Fairtlough,M,82035,1987-12-20
467087,Chaosheng,Anido,M,51404,2001-01-15
467145,Guoxiang,Gluchowski,F,72092,1998-04-15
467205,Naftaly,Usdin,F,47569,1993-11-10
467214,Chiradeep,McClure,F,40000,1999-03-08
467235,Serge,Zeilberger,F,74167,1990-06-15
467235,Serge,Zeilberger,F,74167,1989-10-06
467254,Kayoko,Kavvadias,M,59113,1990-08-29
467254,Kayoko,Kavvadias,M,59113,1986-04-25
467096,Luerbio,Muchinsky,M,40000,1999-12-27
467096,Luerbio,Muchinsky,M,40000,1999-03-09
467101,Toshimo,Lamba,M,54297,1994-10-29
467103,Yuuichi,Chiola,M,40000,1997-12-30
467109,Hirochika,Zockler,M,41200,1992-02-05
467112,Tsvetan,Eppinger,F,41757,1988-01-29
467511,Akemi,Thambidurai,F,71603,2000-05-19
467309,Krassimir,Raczkowsky,M,79945,1985-11-11
467520,Xianlong,Onuegbe,F,82039,1998-03-15
467333,Mark,Hanabata,M,51535,2002-06-24
467333,Mark,Hanabata,M,51535,1995-08-24
467528,Suvo,Fandrianto,F,78266,2001-05-10
467563,Atilio,Sidje,F,44951,1995-04-15
467346,Weijing,Wissmann,F,62589,1998-09-18
467581,Dines,Dalphin,M,40000,1998-07-21
467389,Peer,Guting,M,67890,1991-07-09
467389,Peer,Guting,M,67890,1995-10-27
467598,Demin,Silva,F,40000,1991-11-22
467401,Yechezkel,Maksimenko,M,54985,1989-08-22
467605,Piyush,Melichar,F,67448,1993-03-30
467428,Kayoko,Conde,F,49392,1996-05-05
467609,Jongsuk,Masada,M,40000,1987-08-25
467437,Fai,Mikschl,M,40000,1987-03-07
467861,Nitsan,Gomatam,F,46992,1991-03-11
467472,Idoia,Hooghiemstra,M,44504,1991-10-27
467861,Nitsan,Gomatam,F,46992,2000-09-19
467862,Lene,Engelmann,M,88131,1988-09-28
467879,Masanao,Maksimenko,F,40000,1995-08-28
467879,Masanao,Maksimenko,F,40000,1991-05-29
467889,Chenyi,Sichman,M,83408,1998-02-02
467933,Yishay,Coombs,F,52540,1989-10-12
467707,Xiaoqiang,Speckmann,F,40000,1985-09-23
467738,Kien,Zielinski,M,55378,1994-08-16
467748,Prodip,Lowrie,M,40000,1989-05-28
467748,Prodip,Lowrie,M,40000,1990-09-06
467945,Hsiangchu,Tanemo,F,40000,2001-06-23
467953,Jayson,Fiebach,M,43541,1998-06-28
467968,Valery,Werthner,M,65817,2002-07-03
467968,Valery,Werthner,M,65817,1999-05-18
468004,Sanjoy,Koblick,M,40000,2001-12-26
467823,Pohua,Ranft,F,40584,2000-08-28
467825,Berto,Benzmuller,F,80348,1999-06-30
468018,Akemi,Picco,M,40000,1990-02-21
468038,Saddek,Oppitz,F,40000,1996-06-20
468237,Basil,Lieblein,F,84909,1999-03-19
468049,Falguni,Hooghiemstra,M,65507,1994-08-09
468055,Huan,Lovengreen,M,62353,1994-01-24
468078,Hein,Sudbeck,F,89788,1994-09-20
468086,Nishit,Lorcy,M,53869,1993-03-18
468094,Jaewon,Eiter,M,53192,1999-06-10
468100,Guoxiang,Lambe,M,44481,2002-07-22
468136,Lubomir,Spinelli,M,73731,1992-06-17
468165,Armond,Slutz,M,55853,1999-03-27
468173,Martins,Auyong,M,76887,2000-06-02
468244,Stevo,Chinen,M,40000,2001-01-23
468175,Girolamo,Ranft,M,97184,1991-04-08
468185,Nakhoon,Pietracaprina,M,49952,2001-02-24
468248,DAIDA,Brookman,F,44710,1998-07-25
468266,Cathie,Wilfing,M,69862,1999-10-30
468268,Chinya,Snyers,F,40000,1988-09-18
468316,Shimshon,Kuszyk,F,40000,1987-02-14
468358,Bojan,Varman,M,77758,1999-03-29
468358,Bojan,Varman,M,77758,1996-02-08
468365,Chinho,Crooks,M,49470,1996-04-29
468453,Lillian,Worfolk,M,65431,2001-12-27
468369,Trygve,Iacovou,M,58807,1999-08-26
468384,Yuchang,Gyimothy,M,40000,1994-06-07
468496,Annemarie,Zongker,M,40148,1993-10-09
468620,Paraskevi,Majewski,F,63947,1991-02-02
468523,Odoardo,Braunschweig,M,47749,2002-01-01
468620,Paraskevi,Majewski,F,63947,1990-12-22
468624,Nalini,Beznosov,F,88177,1992-12-18
468594,Alenka,Beetstra,F,51077,1995-10-27
468632,Nobuyoshi,Genin,F,65587,1996-09-19
468673,Moheb,Acton,M,74005,2002-04-21
468683,Shigeo,Tetzlaff,F,40000,2000-07-11
468686,Wuxu,Biron,F,40000,1999-10-17
468724,Bangqing,Molenkamp,F,45727,1997-03-27
468828,Fayez,Cullers,M,40000,1988-12-11
468828,Fayez,Cullers,M,40000,1996-09-16
469001,Mayuri,Melter,M,44125,1994-12-15
468902,Zhonghua,Aumann,M,59813,1998-06-26
468933,Fatemeh,Rodite,M,44440,1989-01-28
468947,Xiaoheng,Manders,M,73536,1989-11-16
469029,Nidapan,Remmele,F,61440,1997-05-03
469048,Chuanti,Choobineh,F,60608,2001-04-21
469052,Shih,Zockler,M,40000,1997-06-14
469073,Arlette,Luck,M,40000,2002-02-28
469153,Gad,Masaki,M,59103,1994-05-14
469091,Karlis,Baek,M,65987,2000-01-12
469164,Baruch,Lenart,M,50832,1991-01-14
469167,Feiyu,Krichel,M,40000,1998-12-04
469174,Khoa,Rousseau,M,42835,1995-07-02
469191,Garnet,Krohm,M,71990,1994-04-30
469201,Yechezkel,Nooteboom,M,56807,1991-08-05
469138,Basim,Shihab,M,69781,1994-07-29
469217,Kazuhira,Milicic,F,94107,1994-11-30
469444,Toshimori,Kaiserswerth,M,40000,2001-11-12
469259,Tooru,Kushnir,F,40000,1991-12-25
469267,Zhigen,Merey,M,40000,1990-08-04
469280,Matk,Baaz,F,59760,1998-06-09
469304,Ioana,Holburn,F,46548,2000-06-13
469307,Koldo,Serna,M,57135,2001-10-09
469315,Rildo,Taubenfeld,M,40000,2002-03-23
469543,Saeed,Spelt,F,62518,1996-04-08
469509,Constantijn,Kaiserswerth,F,65172,1993-04-04
469580,Weiye,Escriba,F,40000,1995-04-29
469594,Erez,Gonthier,M,40000,2000-01-27
469600,Mircea,Conry,F,60333,1995-05-23
469608,Boalin,Merle,F,74634,1989-12-14
469608,Boalin,Merle,F,74634,1989-08-14
469612,Arnould,Glinert,M,40000,2000-07-31
469731,Ramya,Bierman,M,40000,1997-12-27
469623,Pragnesh,Gurbaxani,M,40000,1988-06-14
469662,Adib,Shihab,M,58932,1986-09-01
469769,Ewing,Pelz,F,47591,1996-07-02
469687,Eberhardt,Uchoa,M,75537,1988-01-18
469794,Adit,Chartres,M,40000,1996-01-10
469807,Bangqing,Huxford,M,40000,1994-12-09
469892,Michaela,Strandh,M,43726,1993-07-03
469813,Martien,Cappelli,M,40000,1990-11-01
469899,Make,Streng,F,65500,1992-10-05
469834,Shahaf,Parveen,M,46895,1996-10-26
469931,Panayotis,Ruther,M,40000,1993-06-05
469938,Martial,Stroustrup,F,46579,2000-02-07
469859,Sanjeeva,Prochazka,M,40000,1997-01-11
469975,Akeel,Kusalik,M,49102,2000-06-18
469987,Gor,Marrakchi,M,43224,1988-04-17
469995,Kerhong,Birjandi,M,40000,1994-12-19
470004,Sham,Couchot,M,40000,2000-12-05
470014,Gro,Khasidashvili,F,40000,1998-10-26
470033,Carrsten,Ciolek,M,65284,1993-04-06
470068,Dzung,Valtorta,F,80485,1990-11-30
470082,Goa,Kenevan,M,50219,1993-03-20
470264,Premal,Undy,F,79181,1999-07-12
470156,Leaf,Yoshimura,M,40000,1997-03-10
470284,Dzung,Deverell,M,47380,2002-03-20
470318,Remmert,Kolinko,M,40000,1993-03-27
470212,Mark,Fraisse,F,48126,2001-05-23
470326,Weiye,Cummings,M,53141,2001-07-27
470459,Limsoon,Ruther,F,40000,1992-10-25
470366,Jianhao,Llado,M,53039,1986-06-17
470481,Perla,Basagni,M,42470,1992-06-29
470497,Unal,Reinhard,M,88732,1992-06-05
470386,Yongmin,dAstous,M,65890,1989-03-31
470387,Krassimir,Francisci,F,40000,1996-10-21
470392,Guadalupe,Lubachevsky,F,77671,1986-06-22
470567,Pantung,Jumpertz,F,80362,1998-05-30
470445,Byong,Swiss,M,40000,1992-03-26
470602,Chiradeep,Pagter,F,45997,1998-11-10
470613,Kazuhiro,Benveniste,M,45722,2002-03-09
470830,Paloma,Backhouse,F,40000,1999-12-10
470841,Marlo,Deville,F,61902,1998-03-04
470858,Barton,Lorin,F,40000,1994-05-16
470662,Kenton,Beilner,M,40000,1994-04-05
470681,Abdulah,Plump,F,49719,1996-10-02
470866,Huai,Berztiss,F,60119,1994-02-19
470867,Marlo,Uludag,F,40000,1993-06-01
470872,Feipei,Clouatre,M,40000,1988-09-21
470882,Mabhin,Sabnani,F,40000,1999-12-29
470901,Aral,Rajaraman,M,40000,2000-09-02
470925,Boutros,Standera,M,44360,2002-06-04
470774,Tsz,Falster,F,40000,2002-04-15
470962,Shaz,Langford,M,59810,2002-04-30
470976,Snehasis,Dredge,M,66065,1995-10-10
471264,Danae,Msuda,M,40000,1998-03-20
471023,Rildo,Ligten,F,59265,1997-01-05
471038,Arumugam,Marrakchi,M,54381,1991-11-03
471063,Rildo,Hasham,F,71939,1999-05-31
471064,Anoosh,Perl,M,40777,1992-09-23
471366,Ravishankar,Reinhard,F,48220,1995-08-26
471139,Kiyotoshi,Collavizza,F,58547,1996-07-22
471173,Bedrich,Kaiser,M,45239,1990-08-02
471183,Remco,Trumbly,M,44963,2000-06-07
471366,Ravishankar,Reinhard,F,48220,1989-10-06
471577,Xiaoheng,Maccarone,M,40000,2002-06-17
471400,Jixiang,Panangaden,F,49850,1998-08-31
471603,Yoshinari,Melichar,F,40000,2002-03-15
471432,Leszek,Vrecion,M,44299,2002-07-23
471444,Xinan,Welham,M,66925,2002-05-02
471622,Baziley,Rothenberg,M,40000,1993-01-27
471482,Sivanarayana,Speel,F,41407,1991-04-04
471494,Khatoun,Kornyak,F,43911,1990-05-26
471631,Mingsen,Ibel,M,40418,2002-04-12
471505,Amalendu,Debuse,F,62669,1997-11-01
471521,Martien,Vesna,M,55251,2000-06-04
471529,Munir,Aloia,M,76906,1997-07-05
471653,Janche,Tyugu,M,42653,2000-10-08
471666,Babette,Kenevan,M,59151,1991-11-27
471687,Taizo,Avouris,M,40000,1998-02-05
471981,Xiaoqiu,Huhdanpaa,M,47241,2000-01-27
471745,Bilhanan,Munos,M,40000,1997-04-15
471758,Atreyi,Huhdanpaa,M,48463,1996-02-16
471765,Richara,Murtha,F,40000,1996-06-20
471792,Tsutomu,Etalle,F,40000,1991-02-27
471796,Khun,Shanbhogue,M,41185,1993-12-13
471800,Guttorm,Diderrich,M,63471,1986-05-30
471847,Katsuo,Maccarone,M,61490,1996-08-15
471857,Sadegh,Srimani,F,51718,1992-06-07
471997,Uwe,Mukaidono,M,40000,1995-12-21
471882,Chiradeep,Velasco,M,40000,2002-04-08
472013,Phule,Douceur,F,68937,2001-05-17
471921,Claude,Mikschl,M,40000,1997-07-12
472035,Samphel,Lagarias,M,40000,1989-12-18
472038,Garnet,Thombley,M,57603,1986-06-19
472056,LiMin,Molenaar,M,65205,1987-01-09
472057,Lijie,Leivant,F,40000,1996-08-24
472057,Lijie,Leivant,F,40000,1999-08-24
472066,Hugo,Schurmann,F,54234,1987-09-01
472102,Gil,Redmiles,M,68581,1989-05-11
472136,Tadanori,dAstous,M,43957,1991-12-20
472102,Gil,Redmiles,M,68581,1996-10-06
472310,Sashi,Dulin,M,40000,1997-04-11
472188,Stabislas,Jiang,F,40000,2000-08-21
472192,Padma,Wrigley,M,40000,1988-04-29
472322,Sanjay,Katalagarianos,M,48112,1999-11-29
472250,Roded,Maierhofer,M,45767,1991-03-06
472331,Roselyn,Frolund,M,45055,2001-12-10
472367,Barton,Oxenboll,F,52193,1990-08-31
472295,Sastry,Molberg,F,95320,1997-09-01
472375,Ranan,Weedon,M,40000,1994-02-14
472391,Mohammed,Simmel,M,40000,1996-01-03
472402,Susanna,Rande,F,67674,2000-07-23
472445,Val,Heuter,F,42859,2001-11-28
472489,Fei,Parfitt,F,40000,1996-04-23
472513,Sanjoy,Birta,M,63980,1997-11-10
472680,Suvo,Ratzlaff,F,52383,1992-09-04
472590,Yuuichi,Zyda,M,40000,1990-03-10
472596,Changho,Hofstetter,F,89241,1999-12-05
472597,Vugranam,Garrabrants,M,81158,1988-07-11
472597,Vugranam,Garrabrants,M,81158,1985-11-24
472612,Anyuan,Lanteri,F,84652,2000-09-18
472646,Yuping,Hebden,F,78525,1990-01-03
472646,Yuping,Hebden,F,78525,2000-09-02
472692,IEEE,Danecki,M,57974,1997-04-21
472740,Mong,Demian,F,51980,2001-03-28
472867,Zito,Bondorf,M,52347,2001-10-31
472887,Gino,Kaltofen,F,85158,1997-04-01
472796,Basim,Terkki,M,59336,1987-05-07
472895,Jongsuk,Harllee,F,40000,1989-01-25
472836,Alassane,Rassart,M,43608,1996-02-10
472969,Yongqiao,Ramsak,F,53142,1989-05-01
472997,Muneo,Salinas,F,62950,1995-07-17
473050,Remko,Dalphin,M,40000,1991-06-10
473097,Shooichi,Linnainmaa,M,53510,1998-11-23
473241,Harjit,Cannane,M,40000,1995-07-21
473121,Sushant,Hennings,M,40000,1996-07-03
473274,JoAnna,Limongiello,M,40000,2001-06-17
473128,Weijing,Dredge,M,59089,1999-08-19
473166,Masamitsu,Erde,M,75890,1999-05-17
473298,Basil,Yoshizawa,F,46614,1997-05-22
473307,Marla,Warwick,M,40000,1998-04-27
473317,Supot,Ranai,M,61747,1994-08-09
473317,Supot,Ranai,M,61747,2002-02-11
473181,Tse,Maginnis,F,40000,1986-05-20
473186,Jiann,Tagansky,M,43810,1991-01-22
473204,Arunachalam,Masaki,F,49156,2000-04-07
473204,Arunachalam,Masaki,F,49156,1985-06-01
473212,Naraig,Mayerwieser,M,49613,1989-02-23
473454,Yonghoan,Masaki,M,84849,1992-08-18
473457,Zhiguo,Peyn,M,40000,1991-08-17
473483,Genta,Gulla,M,83050,1994-09-30
473492,Doohun,Vuskovic,M,76218,2002-01-17
473502,Satyanarayana,Fontet,M,40000,1997-05-20
473619,Goo,Doering,F,58888,1998-01-17
473551,Miomir,Vesel,F,42658,1992-12-21
473551,Miomir,Vesel,F,42658,1998-11-27
473560,Subir,Ouhyoung,F,40000,1993-04-20
473570,Zorica,Journel,F,40000,2002-03-08
473585,Doowon,Ushiama,F,47099,2001-11-15
473622,Iara,Schapiro,M,95718,2000-05-14
473685,Kerhong,Aingworth,M,55335,1995-11-03
473795,Navin,Maccarone,M,71508,1998-07-28
473693,Aluzio,Thambidurai,M,40489,2000-03-29
473698,Felicidad,Sudkamp,F,40000,1998-04-16
473832,Kwangjo,Parhami,M,57961,1989-08-05
473841,Moriyoshi,McClure,F,60484,1990-06-05
473848,Magdalena,Butner,F,40000,1998-06-15
473703,Steve,Baar,M,110537,1996-07-28
473856,Hidde,Baek,M,40000,1993-11-25
473741,Miomir,Chepyzhov,M,51978,1998-11-10
473885,Janalee,Facello,M,40000,1989-03-30
473759,Alejandra,Shobatake,M,54354,1988-04-20
473910,Bokyung,Staelin,M,47473,2001-06-14
473916,Leaf,Uludag,M,66715,1990-09-13
